Student ID,Student Name,Campus Location,Study Mode,Course Name,Application Date,Agent Name,Application Stage,Business Development Manager,Total Fee,Fee Paid,Intake Name,Date of Birth,Date Conditional Offer,Date Unconditional Offer,Date Enrolled,Email
S0992,Leroy Holloway,Dublin,Evening,MSc Marketing,5/26/2025,Global Edu,Conditional Offer,Alice Johnson,18407,3548,25-May,2/23/2007,6/20/2025,,,aguilarbradley@cordova.com
S0993,Ian Cruz,Madrid,Full-time,MSc Data Science,2/7/2025,Bright Horizons,Enrolled,Alice Johnson,14538,12395,25-Sep,12/28/1998,2/23/2025,5/24/2025,6/22/2025,travis90@roy.com
S0994,Bryan Russell,Dublin,Evening,BBA,7/22/2024,EduPath,Enquiry,David Lee,21024,1,25-May,2/7/2004,,,,reyesnicole@bryan.com
S0995,Nicholas Tran,Dublin,Part-time,BSc Computer Science,7/11/2024,Bright Horizons,Withdrawn,Robert Smith,10093,418,25-Jan,6/1/1997,,,,shannonhill@hotmail.com
S0996,Sean Reyes,Madrid,Weekend,MSc Data Science,2/23/2025,Future Abroad,Withdrawn,Alice Johnson,20026,263,25-May,7/7/1996,,,,justinmurphy@rodriguez.com
S0997,Maureen Duncan,Paris,Weekend,BBA,7/1/2025,Future Abroad,Unconditional Offer,Robert Smith,15206,13365,25-Jan,5/8/1997,7/1/2025,7/1/2025,,phillipsjohn@evans.net
S0998,Kyle Byrd,Madrid,Full-time,BA Economics,12/22/2024,Bright Horizons,Unconditional Offer,David Lee,16645,13641,25-Jan,8/24/1997,5/29/2025,6/11/2025,,tiffanygordon@yahoo.com
S0999,Paul Salas,Paris,Evening,MSc Data Science,11/4/2024,Bright Horizons,Enrolled,Maria Garcia,10979,5585,25-Jan,8/19/2005,4/2/2025,6/4/2025,6/19/2025,gbaker@lane.com
S1000,Nathan Payne,Paris,Part-time,MBA,9/22/2024,Future Abroad,Enrolled,Emma Brown,11325,6917,25-May,12/15/2006,3/25/2025,6/13/2025,6/17/2025,jared44@wall.com
S1001,Megan Garrison,Paris,Part-time,MBA,10/25/2024,Bright Horizons,Enrolled,Emma Brown,21574,11568,25-Sep,5/21/2007,3/12/2025,6/8/2025,6/23/2025,icox@payne.com
S1002,James Maldonado,Dublin,Weekend,MSc Data Science,12/22/2024,Bright Horizons,Unconditional Offer,Emma Brown,9412,6221,25-May,10/4/1996,2/10/2025,4/13/2025,,ghudson@wood.com
S1003,Tammy Maddox,Paris,Part-time,BA Economics,6/21/2025,Bright Horizons,Unconditional Offer,Alice Johnson,13953,11656,25-Sep,1/10/2004,6/30/2025,7/1/2025,,miranda09@yahoo.com
S1004,Ronald Shepherd,Paris,Evening,MBA,1/5/2025,Future Abroad,Conditional Offer,Maria Garcia,13357,1947,25-May,3/2/2000,4/17/2025,,,jill35@andersen-espinoza.com
S1005,Courtney Hayes DDS,Paris,Weekend,MBA,5/6/2025,UniBridge,Enrolled,Alice Johnson,24152,20516,25-Sep,6/14/2002,6/7/2025,6/14/2025,6/17/2025,sarah78@smith.com
S1006,Joseph Bryan,London,Weekend,BA Economics,3/14/2025,Bright Horizons,Conditional Offer,Maria Garcia,12646,1268,25-May,10/12/1993,5/20/2025,,,pattersonfrederick@munoz-hardy.biz
S1007,Rebecca Saunders,London,Part-time,BSc Computer Science,4/27/2025,UniBridge,Conditional Offer,Maria Garcia,15151,1962,25-May,10/8/1995,5/22/2025,,,ricky44@hotmail.com
S1008,Sabrina Curtis,London,Part-time,MBA,4/24/2025,Future Abroad,Withdrawn,Emma Brown,17518,110,25-May,5/26/1998,,,,romeroandrew@yahoo.com
S1009,Stephen Shaffer,Paris,Part-time,MBA,9/23/2024,UniBridge,Enrolled,Emma Brown,14048,13774,25-Sep,5/16/2002,4/26/2025,5/26/2025,6/24/2025,kara30@duncan-harris.com
S1010,Thomas Cochran II,Dublin,Weekend,BA Economics,5/22/2025,Bright Horizons,Withdrawn,David Lee,12788,41,25-Sep,5/16/1994,,,,lawrence21@collins.com
S1011,Karen Jackson,Berlin,Full-time,BA Economics,11/11/2024,Global Edu,Conditional Offer,David Lee,10727,1625,25-Jan,4/30/2007,5/24/2025,,,ashley37@hotmail.com
S1012,John Johnson,Paris,Part-time,MSc Data Science,3/26/2025,Global Edu,Enquiry,Robert Smith,10843,60,25-May,5/22/1992,,,,jenniferzavala@gmail.com
S1013,Kathryn Dickerson,Berlin,Weekend,MSc Marketing,9/14/2024,Bright Horizons,Unconditional Offer,David Lee,19069,16302,25-May,8/1/2006,11/9/2024,2/15/2025,,jeffreythomas@bolton.org
S1014,Jeffrey Smith,London,Evening,BSc Computer Science,8/13/2024,Future Abroad,Unconditional Offer,Robert Smith,24551,12308,25-Jan,10/20/2003,8/22/2024,4/8/2025,,charles55@brennan-gibson.com
S1015,Eric Mays,Madrid,Weekend,BSc Computer Science,4/16/2025,Global Edu,Enquiry,Robert Smith,18006,9,25-May,5/9/2007,,,,thomashodge@peters.com
S1016,Michael Gomez,London,Full-time,MBA,1/23/2025,UniBridge,Unconditional Offer,David Lee,14851,14420,25-May,8/12/1995,3/30/2025,6/1/2025,,carlsondonald@yahoo.com
S1017,Crystal Navarro,Dublin,Weekend,MBA,12/15/2024,Future Abroad,Conditional Offer,Robert Smith,22864,1125,25-May,9/7/1999,2/14/2025,,,colemandanielle@yahoo.com
S1018,John Hurst,Berlin,Full-time,BBA,3/3/2025,Bright Horizons,Enrolled,Robert Smith,9238,6192,25-Sep,10/20/1989,3/3/2025,6/15/2025,6/29/2025,jacqueline88@hotmail.com
S1019,Alejandro Johnson,London,Full-time,BBA,4/7/2025,Bright Horizons,Enquiry,David Lee,23032,165,25-May,6/20/1992,,,,andresmarshall@henderson.net
S1020,Robin Gonzalez,Dublin,Evening,MBA,7/31/2024,Future Abroad,Enquiry,David Lee,17638,206,25-Jan,5/22/2002,,,,robin32@yates.org
S1021,Patricia Obrien,Madrid,Weekend,BSc Computer Science,12/12/2024,EduPath,Conditional Offer,Emma Brown,9704,544,25-Sep,10/12/1993,4/16/2025,,,matthew14@lowery-oneill.info
S1022,Rachel Hughes,Berlin,Weekend,MSc Data Science,10/15/2024,EduPath,Conditional Offer,Robert Smith,9269,906,25-May,7/10/1994,4/25/2025,,,penajustin@hester-clements.info
S1023,Nathan Warner,Madrid,Part-time,MBA,3/10/2025,Bright Horizons,Enquiry,Emma Brown,10793,0,25-Jan,7/17/1996,,,,simmonsjanet@fernandez-hernandez.net
S1024,Daniel Villa,Dublin,Full-time,MBA,4/16/2025,UniBridge,Enrolled,Maria Garcia,17625,12356,25-May,9/14/2004,6/19/2025,6/27/2025,6/29/2025,flemingchristian@gmail.com
S1025,Brandy Lynch,London,Evening,BSc Computer Science,7/21/2024,UniBridge,Unconditional Offer,Alice Johnson,17751,13860,25-May,11/27/1990,11/7/2024,5/17/2025,,hessbrandy@thomas.com
S1026,Lisa Neal,Paris,Evening,MBA,9/4/2024,EduPath,Enquiry,David Lee,12189,17,25-May,12/11/1990,,,,juliamoss@wright-golden.net
S1027,Jennifer Carter,Dublin,Evening,BA Economics,3/11/2025,Future Abroad,Withdrawn,David Lee,13739,452,25-May,1/30/1996,,,,awilliams@porter.com
S1028,Morgan Howard,London,Part-time,BBA,1/12/2025,Future Abroad,Enrolled,Maria Garcia,15670,10870,25-May,11/29/2001,2/2/2025,6/11/2025,6/29/2025,andrea38@yahoo.com
S1029,John Mitchell,Madrid,Weekend,BA Economics,2/5/2025,UniBridge,Unconditional Offer,Maria Garcia,12479,9655,25-Sep,11/13/2000,3/13/2025,4/13/2025,,gwatkins@gmail.com
S1030,Robert Henson,Madrid,Full-time,BA Economics,9/14/2024,UniBridge,Unconditional Offer,Emma Brown,17961,14819,25-Jan,1/21/2002,12/25/2024,3/6/2025,,gjohnson@mack-faulkner.com
S1031,Brandon Morgan,Paris,Part-time,BBA,7/20/2024,UniBridge,Conditional Offer,Alice Johnson,12717,2721,25-Sep,5/29/2004,10/23/2024,,,yford@carr.org
S1032,Daniel Sanchez,Berlin,Evening,BSc Computer Science,3/30/2025,Future Abroad,Conditional Offer,Maria Garcia,21698,5990,25-Sep,3/11/1999,5/8/2025,,,ufowler@gmail.com
S1033,George Hale,Berlin,Evening,MSc Marketing,10/14/2024,Future Abroad,Enrolled,Emma Brown,18426,10701,25-Sep,9/26/1989,12/26/2024,4/22/2025,5/5/2025,beckybrooks@bryant-williams.info
S1034,Thomas Gonzales,London,Full-time,BBA,7/1/2025,EduPath,Enrolled,Emma Brown,13348,7353,25-Jan,12/30/1997,7/1/2025,7/1/2025,7/1/2025,jkelley@hotmail.com
S1035,Timothy Roberts,Berlin,Evening,BBA,3/17/2025,UniBridge,Conditional Offer,Robert Smith,9471,1451,25-Jan,11/14/2000,4/22/2025,,,frederickcole@solis-hall.com
S1036,Curtis Haynes,Berlin,Weekend,BSc Computer Science,5/2/2025,UniBridge,Conditional Offer,Maria Garcia,10168,2750,25-Sep,7/11/1999,6/13/2025,,,edwardwallace@morgan.info
S1037,Alisha Anderson,Madrid,Full-time,MSc Marketing,4/17/2025,Future Abroad,Unconditional Offer,Emma Brown,14850,13661,25-May,8/3/1996,6/24/2025,6/27/2025,,courtney62@hotmail.com
S1038,Raymond Figueroa,Madrid,Weekend,MSc Data Science,4/19/2025,EduPath,Enquiry,Maria Garcia,14814,357,25-May,8/12/1996,,,,uwatson@mcdonald.com
S1039,Gina Ward,London,Weekend,BSc Computer Science,2/21/2025,EduPath,Conditional Offer,Alice Johnson,22158,1926,25-May,10/9/1996,5/15/2025,,,steven36@fletcher.com
S1040,Kevin Smith,Dublin,Evening,BSc Computer Science,7/4/2024,UniBridge,Enrolled,David Lee,13615,12489,25-May,11/25/2003,3/16/2025,4/14/2025,4/24/2025,david03@spencer.com
S1041,Todd Chambers,London,Full-time,BSc Computer Science,11/2/2024,UniBridge,Unconditional Offer,Emma Brown,19827,17108,25-May,9/21/1992,5/31/2025,6/20/2025,,justinburch@hotmail.com
S1042,Todd Lee,Berlin,Weekend,MSc Data Science,6/30/2025,Bright Horizons,Unconditional Offer,Maria Garcia,11465,6409,25-Sep,2/17/1994,6/30/2025,6/30/2025,,elizabethsmith@lamb.com
S1043,Scott Copeland,Berlin,Full-time,MSc Data Science,12/31/2024,Global Edu,Unconditional Offer,Alice Johnson,9425,5049,25-Jan,11/2/2001,4/19/2025,5/25/2025,,meganblack@gmail.com
S1044,Michael Cross,Madrid,Weekend,BBA,5/22/2025,UniBridge,Enrolled,David Lee,17039,11833,25-May,10/2/1993,6/18/2025,6/20/2025,6/22/2025,adamgarner@yahoo.com
S1045,Tammy Doyle,Dublin,Full-time,BSc Computer Science,10/1/2024,UniBridge,Unconditional Offer,Alice Johnson,19260,17289,25-Sep,8/26/1996,12/3/2024,3/5/2025,,vware@gmail.com
S1046,Brian Delacruz,Madrid,Weekend,BBA,9/24/2024,Bright Horizons,Unconditional Offer,Robert Smith,9165,8980,25-Sep,6/2/1997,11/7/2024,11/16/2024,,woodschristine@yahoo.com
S1047,Richard Morgan,Berlin,Weekend,MSc Data Science,12/6/2024,Bright Horizons,Conditional Offer,Alice Johnson,15959,943,25-Sep,5/25/1995,2/18/2025,,,ywatts@yahoo.com
S1048,Vickie Harris,Berlin,Full-time,BA Economics,10/9/2024,Global Edu,Conditional Offer,Robert Smith,20994,756,25-Jan,10/21/1994,1/19/2025,,,gbaker@hill.com
S1049,Jose Romero,Paris,Weekend,MSc Data Science,4/1/2025,Bright Horizons,Enquiry,Robert Smith,10192,404,25-Sep,11/30/2005,,,,myersdaniel@hanson.info
S1050,Mary West,Paris,Full-time,MSc Marketing,8/25/2024,EduPath,Enrolled,Maria Garcia,15785,10879,25-Sep,9/9/1997,12/2/2024,6/1/2025,6/8/2025,brownmatthew@griffith-warren.org
S1051,Terri Davis,Paris,Full-time,MSc Data Science,2/21/2025,EduPath,Unconditional Offer,Maria Garcia,13822,6929,25-May,12/28/2005,3/10/2025,3/31/2025,,donaldsanchez@short.com
S1052,Sheila Hughes,Paris,Weekend,MSc Marketing,10/7/2024,Global Edu,Unconditional Offer,Emma Brown,18912,13640,25-May,6/1/2003,1/22/2025,6/6/2025,,berrytroy@rodriguez-doyle.com
S1053,Michele Mcbride,Paris,Evening,BA Economics,3/8/2025,Future Abroad,Unconditional Offer,Alice Johnson,16459,13705,25-Jan,9/4/2001,5/22/2025,6/14/2025,,aaron82@gmail.com
S1054,Daniel Brewer,London,Part-time,MSc Data Science,6/7/2025,EduPath,Withdrawn,Alice Johnson,16800,328,25-Sep,8/14/1989,,,,abell@sullivan.com
S1055,Vincent Flores,Paris,Evening,BBA,1/12/2025,EduPath,Enquiry,David Lee,22392,406,25-Jan,4/4/2003,,,,stoneanthony@wilson-wagner.com
S1056,Joseph Watson,Paris,Evening,MSc Data Science,7/16/2024,Bright Horizons,Enquiry,Robert Smith,24218,194,25-May,5/12/2001,,,,rickyreynolds@yahoo.com
S1057,Brittany Gonzalez,Madrid,Weekend,BBA,5/11/2025,UniBridge,Withdrawn,Emma Brown,14485,309,25-Jan,8/8/2006,,,,joseph30@cline-martin.biz
S1058,Selena Mata,Madrid,Part-time,MBA,8/25/2024,Global Edu,Conditional Offer,David Lee,11335,2382,25-Sep,11/24/1990,1/5/2025,,,erictaylor@anderson.com
S1059,Martin Horne,Paris,Full-time,BSc Computer Science,10/24/2024,Future Abroad,Conditional Offer,Alice Johnson,16887,870,25-Jan,10/16/1998,2/22/2025,,,maryhensley@smith.com
S1060,Jeremy Smith,Paris,Part-time,MSc Marketing,2/18/2025,Future Abroad,Enrolled,Maria Garcia,23596,22442,25-Jan,5/8/1996,3/20/2025,3/24/2025,6/11/2025,bmoon@warren.com
S1061,Erin White,Berlin,Weekend,BA Economics,12/17/2024,Global Edu,Enquiry,David Lee,9500,11,25-Sep,6/18/1992,,,,bpierce@yahoo.com
S1062,Katrina Stewart,London,Part-time,BSc Computer Science,7/22/2024,Future Abroad,Conditional Offer,Robert Smith,14183,1853,25-May,1/4/2006,9/5/2024,,,jacksonpatricia@yahoo.com
S1063,Scott Todd,Dublin,Weekend,BA Economics,4/1/2025,EduPath,Conditional Offer,Robert Smith,16129,4769,25-May,7/9/2003,6/8/2025,,,ericksonjeffrey@yahoo.com
S1064,Nicholas Edwards,Paris,Full-time,BBA,12/27/2024,Global Edu,Enquiry,Alice Johnson,15466,321,25-Sep,7/15/2004,,,,smithmichael@hotmail.com
S1065,Diana Gamble,Dublin,Evening,BBA,7/6/2024,EduPath,Enquiry,Emma Brown,18632,395,25-Sep,12/4/2000,,,,johnsonkristopher@hotmail.com
S1066,Angel Sanchez,Dublin,Weekend,MSc Data Science,12/1/2024,Future Abroad,Unconditional Offer,Emma Brown,15402,13211,25-Sep,9/3/2002,1/24/2025,1/27/2025,,erin85@hotmail.com
S1067,John Osborne,London,Weekend,MSc Marketing,8/30/2024,UniBridge,Conditional Offer,Alice Johnson,15456,782,25-Sep,5/23/1995,4/6/2025,,,jeremy31@howard.org
S1068,Samantha Berg,London,Weekend,BSc Computer Science,5/1/2025,Bright Horizons,Enrolled,Robert Smith,9864,7502,25-May,8/31/1989,6/30/2025,7/1/2025,7/1/2025,michelle45@yahoo.com
S1069,Erin Brown,Madrid,Part-time,MSc Data Science,5/10/2025,Global Edu,Unconditional Offer,Robert Smith,19875,19195,25-Sep,10/6/1990,5/26/2025,6/29/2025,,scott24@simpson-taylor.com
S1070,Kevin Sanchez,Dublin,Full-time,MSc Data Science,7/4/2024,Future Abroad,Conditional Offer,Maria Garcia,16894,2856,25-May,2/14/2005,7/26/2024,,,jharrington@hotmail.com
S1071,Brittney Bryant,Dublin,Weekend,BSc Computer Science,3/30/2025,Global Edu,Enrolled,Robert Smith,23964,20370,25-Jan,8/20/1991,6/23/2025,7/1/2025,7/1/2025,ksims@flores.com
S1072,Robert Thomas,Dublin,Full-time,BBA,1/11/2025,UniBridge,Conditional Offer,Maria Garcia,20674,6053,25-May,10/18/2002,2/27/2025,,,prattrachel@fitzpatrick.com
S1073,Adam Miles,Dublin,Full-time,MBA,6/28/2025,Bright Horizons,Conditional Offer,Emma Brown,9974,1497,25-Sep,2/29/1996,6/30/2025,,,brucedavid@bowman.com
S1074,Joy Clarke,Berlin,Full-time,BSc Computer Science,3/11/2025,EduPath,Unconditional Offer,David Lee,13394,13296,25-Jan,2/20/1991,4/4/2025,6/17/2025,,oliviamurray@hotmail.com
S1075,Victor Mason,Madrid,Evening,BSc Computer Science,2/9/2025,UniBridge,Enrolled,Emma Brown,11973,9735,25-May,7/8/2003,3/13/2025,5/9/2025,5/26/2025,jacksonjoseph@hotmail.com
S1076,Steven Roth,Madrid,Full-time,BA Economics,12/15/2024,EduPath,Enrolled,Alice Johnson,18826,11071,25-May,1/19/1991,1/24/2025,6/26/2025,6/29/2025,hkelly@woods.net
S1077,Crystal Lopez,Madrid,Full-time,BA Economics,8/29/2024,Global Edu,Enquiry,Robert Smith,11354,267,25-Jan,1/9/2000,,,,wilsonheather@klein-small.com
S1078,Christopher Morse,Berlin,Weekend,MSc Marketing,5/24/2025,EduPath,Conditional Offer,Alice Johnson,16203,3770,25-Jan,7/24/1994,7/1/2025,,,fischerrachel@yahoo.com
S1079,Daniel Bell,Paris,Part-time,MSc Marketing,11/22/2024,EduPath,Conditional Offer,Emma Brown,13716,2388,25-May,3/2/1996,3/7/2025,,,david64@yahoo.com
S1080,Brian Davis,Paris,Weekend,BSc Computer Science,2/21/2025,UniBridge,Enrolled,Alice Johnson,18419,15696,25-Sep,2/4/2006,4/19/2025,6/30/2025,7/1/2025,spencerangela@yahoo.com
S1081,Pamela White,Madrid,Full-time,MSc Data Science,1/16/2025,Global Edu,Enquiry,Alice Johnson,9392,494,25-Jan,12/21/1990,,,,brianrichardson@hotmail.com
S1082,Christina Swanson,Dublin,Full-time,BA Economics,4/4/2025,Global Edu,Unconditional Offer,Emma Brown,21850,15023,25-Jan,6/5/1995,5/3/2025,7/1/2025,,bbentley@yahoo.com
S1083,Zachary King,Dublin,Full-time,MBA,4/22/2025,EduPath,Enquiry,Emma Brown,9542,209,25-May,11/25/1991,,,,stanleymichael@myers.com
S1084,Donald Phelps,Paris,Part-time,BA Economics,5/5/2025,Future Abroad,Conditional Offer,Emma Brown,9080,855,25-May,10/10/1991,6/30/2025,,,diana01@hotmail.com
S1085,Robin Meyer,Paris,Full-time,MBA,7/16/2024,UniBridge,Enquiry,Emma Brown,9567,74,25-May,9/25/2000,,,,vperez@huffman-tyler.biz
S1086,Katherine Ferguson,London,Part-time,MBA,3/5/2025,EduPath,Enrolled,Robert Smith,16510,9768,25-Jan,12/28/1996,3/20/2025,3/21/2025,4/17/2025,kathleenortiz@hotmail.com
S1087,Ashley Thompson,Dublin,Weekend,MBA,4/30/2025,Global Edu,Withdrawn,Maria Garcia,14308,470,25-Sep,9/23/2004,,,,kevin17@yahoo.com
S1088,Todd Boyle,Berlin,Weekend,BSc Computer Science,7/1/2025,Future Abroad,Enquiry,Emma Brown,10010,333,25-May,8/31/1989,,,,gilmorewesley@hotmail.com
S1089,Roberto Hunter,Dublin,Weekend,BSc Computer Science,2/27/2025,EduPath,Enrolled,Alice Johnson,19674,16910,25-Sep,10/8/1992,4/26/2025,6/27/2025,6/30/2025,patricklam@yahoo.com
S1090,April Rojas,Madrid,Full-time,MSc Marketing,6/7/2025,Future Abroad,Enrolled,Emma Brown,9215,6783,25-Jan,8/26/2002,6/8/2025,6/20/2025,6/26/2025,zwilliams@gmail.com
S1091,Benjamin Barry,Berlin,Evening,MSc Data Science,7/9/2024,Bright Horizons,Conditional Offer,Maria Garcia,19300,3322,25-Jan,11/6/1996,4/10/2025,,,jamieburton@hotmail.com
S1092,Amanda Fleming,Paris,Part-time,MSc Marketing,7/14/2024,Global Edu,Enquiry,Robert Smith,23685,356,25-Sep,2/23/1992,,,,roger02@beck.info
S1093,Joshua Blair,London,Part-time,MBA,12/18/2024,Bright Horizons,Enrolled,Alice Johnson,18213,15329,25-Sep,10/25/1997,1/12/2025,3/27/2025,4/10/2025,mary00@kennedy-blair.com
S1094,Elizabeth Holland,Berlin,Full-time,BSc Computer Science,9/1/2024,Bright Horizons,Conditional Offer,David Lee,15025,3456,25-May,6/21/1997,2/14/2025,,,patricia03@lopez-stokes.biz
S1095,Kimberly Turner MD,Berlin,Evening,BBA,1/18/2025,EduPath,Enquiry,Maria Garcia,24668,95,25-May,6/3/2004,,,,qgraham@gmail.com
S1096,Stephen Stokes,Berlin,Weekend,BSc Computer Science,10/2/2024,EduPath,Conditional Offer,Emma Brown,22763,1232,25-Jan,1/15/1992,1/22/2025,,,mark56@smith-arnold.info
S1097,Dennis Bryant,London,Weekend,BSc Computer Science,7/9/2024,EduPath,Unconditional Offer,Alice Johnson,9485,5464,25-May,10/30/1992,9/22/2024,1/20/2025,,slopez@sloan.org
S1098,Robert Foster,Berlin,Weekend,MSc Marketing,11/10/2024,Future Abroad,Unconditional Offer,David Lee,19958,17990,25-Jan,11/10/2001,3/22/2025,5/7/2025,,reginald43@yahoo.com
S1099,John Reynolds,Madrid,Evening,MSc Marketing,2/1/2025,Global Edu,Enrolled,Robert Smith,20921,17588,25-Sep,1/12/1994,4/9/2025,6/1/2025,6/21/2025,michaellang@gmail.com
S1100,Christopher Martinez,Dublin,Part-time,BBA,9/12/2024,EduPath,Conditional Offer,Emma Brown,19152,2587,25-May,1/26/1994,4/20/2025,,,byrdadam@gmail.com
S1101,Patricia Bruce,Dublin,Full-time,MBA,3/9/2025,Bright Horizons,Conditional Offer,Robert Smith,16885,1429,25-May,11/13/1997,3/10/2025,,,nbrady@yahoo.com
S1102,Jonathan Whitney,Madrid,Evening,BA Economics,10/8/2024,EduPath,Conditional Offer,Emma Brown,24580,5589,25-May,6/6/1996,12/31/2024,,,clarkstephanie@lee-watson.net
S1103,Corey Taylor,Dublin,Part-time,MSc Marketing,1/2/2025,UniBridge,Conditional Offer,Robert Smith,15046,1969,25-Sep,11/5/1997,4/19/2025,,,thill@yahoo.com
S1104,Kelly Miller,Dublin,Part-time,BA Economics,1/10/2025,Bright Horizons,Unconditional Offer,David Lee,11131,9065,25-May,9/9/2001,2/16/2025,3/12/2025,,tmartinez@novak.info
S1105,Kevin Mccarthy,Paris,Evening,MSc Marketing,12/4/2024,Future Abroad,Enrolled,Alice Johnson,13417,12133,25-Sep,9/15/2006,12/30/2024,4/2/2025,4/19/2025,pmaxwell@martin.com
S1106,Bryan Woods,Madrid,Full-time,BBA,4/6/2025,UniBridge,Conditional Offer,Emma Brown,16205,1624,25-May,11/24/1991,4/9/2025,,,malik04@carr.net
S1107,Joshua Nelson,Paris,Weekend,MSc Data Science,7/13/2024,EduPath,Enrolled,Emma Brown,11541,5977,25-Sep,1/20/2004,12/26/2024,5/5/2025,5/12/2025,kimberly13@williams-bender.com
S1108,Edwin Harris,Dublin,Full-time,MBA,11/4/2024,Global Edu,Unconditional Offer,Robert Smith,20392,11314,25-May,8/16/1990,3/27/2025,6/12/2025,,sandra43@carpenter.com
S1109,Marcus Turner,Madrid,Full-time,BA Economics,3/24/2025,Bright Horizons,Enquiry,David Lee,22266,448,25-Jan,6/27/1990,,,,burkecaitlin@yahoo.com
S1110,Rebecca Ritter,Madrid,Weekend,BBA,7/28/2024,EduPath,Conditional Offer,Alice Johnson,10360,501,25-Jan,9/19/2006,9/28/2024,,,wrogers@malone-burton.net
S1111,Shane Lucero,Madrid,Weekend,BA Economics,3/30/2025,Bright Horizons,Withdrawn,Emma Brown,9605,75,25-May,11/14/1998,,,,rfox@gmail.com
S1112,Sean Wright,Paris,Weekend,MSc Data Science,4/24/2025,EduPath,Enquiry,David Lee,14491,335,25-Jan,7/20/2002,,,,xespinoza@gutierrez.com
S1113,Seth Hernandez,Madrid,Weekend,BBA,7/23/2024,Future Abroad,Enrolled,Emma Brown,23275,15820,25-May,8/8/1999,4/27/2025,5/2/2025,5/15/2025,tracysantos@robbins.biz
S1114,Kristin Vargas,Dublin,Part-time,BSc Computer Science,3/10/2025,UniBridge,Conditional Offer,Emma Brown,9488,1157,25-Jan,1/23/1990,3/19/2025,,,riceshannon@taylor.com
S1115,Kelly Oliver,London,Evening,BA Economics,7/20/2024,Global Edu,Conditional Offer,Robert Smith,9938,1097,25-Sep,10/15/1991,7/31/2024,,,deanbrooks@miller-martin.com
S1116,Sarah Walker,Dublin,Part-time,BBA,6/5/2025,Bright Horizons,Conditional Offer,Maria Garcia,12420,2187,25-Jan,11/1/1999,6/5/2025,,,cookjay@madden-olson.net
S1117,Ashley Mitchell,Madrid,Evening,BBA,3/6/2025,UniBridge,Enquiry,Emma Brown,12606,379,25-May,3/8/1991,,,,deckercarolyn@hotmail.com
S1118,Christine Vaughn,Dublin,Weekend,BA Economics,2/3/2025,UniBridge,Conditional Offer,Maria Garcia,17095,4057,25-Sep,11/20/2005,3/24/2025,,,manningmegan@gmail.com
S1119,Michelle Short,London,Weekend,BA Economics,3/28/2025,UniBridge,Enquiry,Maria Garcia,21010,67,25-Jan,12/31/2006,,,,ronaldcarlson@king.info
S1120,Kristina Williams,Berlin,Evening,MBA,5/17/2025,UniBridge,Enrolled,Maria Garcia,21572,13401,25-Sep,12/18/1992,6/15/2025,6/29/2025,6/29/2025,juliegentry@hotmail.com
S1121,Matthew Grimes,London,Part-time,MSc Marketing,7/14/2024,UniBridge,Conditional Offer,Robert Smith,9772,1747,25-May,7/11/1997,10/27/2024,,,jomurphy@anderson.com
S1122,Justin Davis,London,Full-time,BSc Computer Science,8/19/2024,Global Edu,Conditional Offer,Emma Brown,15928,1580,25-Jan,12/29/1991,6/23/2025,,,jessica47@nguyen.com
S1123,Anthony Hall,Madrid,Part-time,BSc Computer Science,1/4/2025,Global Edu,Enquiry,Robert Smith,24234,97,25-Jan,1/29/2005,,,,zramirez@hotmail.com
S1124,John Martinez,Paris,Full-time,MSc Data Science,9/14/2024,UniBridge,Enrolled,David Lee,23375,14082,25-May,10/24/1999,5/29/2025,6/6/2025,6/14/2025,jonathan88@mcknight-white.com
S1125,Sarah Hoover,Dublin,Evening,BSc Computer Science,10/7/2024,Future Abroad,Conditional Offer,Emma Brown,14917,875,25-Jan,10/12/1997,10/20/2024,,,sarahray@gmail.com
S1126,Melissa Kennedy,Berlin,Part-time,BBA,10/4/2024,UniBridge,Enrolled,David Lee,14924,14884,25-Jan,1/19/1996,1/9/2025,1/25/2025,5/18/2025,hillangela@gmail.com
S1127,Stacey Castro,Madrid,Part-time,BA Economics,12/22/2024,Future Abroad,Withdrawn,Robert Smith,22391,229,25-Jan,8/12/2005,,,,tamara15@gmail.com
S1128,Lisa Jordan,Dublin,Full-time,BSc Computer Science,7/21/2024,Global Edu,Conditional Offer,Maria Garcia,22746,1375,25-Jan,3/14/1999,9/6/2024,,,thomasalexis@hotmail.com
S1129,Sarah Owens,Madrid,Part-time,MSc Marketing,11/21/2024,Future Abroad,Conditional Offer,Emma Brown,24091,6012,25-Sep,1/1/2006,12/30/2024,,,brownrobin@sanders.net
S1130,Eric Rice,Paris,Part-time,MSc Marketing,8/22/2024,Global Edu,Enrolled,Alice Johnson,14675,13238,25-Jan,7/12/1995,11/12/2024,5/14/2025,6/7/2025,pevans@hotmail.com
S1131,Leah Anderson,London,Weekend,BA Economics,2/14/2025,Future Abroad,Enrolled,Maria Garcia,13039,8918,25-Jan,5/2/1999,5/19/2025,5/30/2025,6/29/2025,justin92@shannon-haynes.com
S1132,Wanda Suarez,London,Evening,MSc Marketing,4/14/2025,Global Edu,Enquiry,Robert Smith,19591,449,25-Sep,5/31/1996,,,,tracy53@marshall.info
S1133,Mark Butler,Berlin,Weekend,MSc Data Science,2/4/2025,EduPath,Enrolled,Alice Johnson,18589,10154,25-Jan,5/1/1998,4/4/2025,5/20/2025,5/24/2025,danielsilva@miller.com
